Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
TRCB,Two River Bancorp,14.52,0.28,1.9404,05/09/2019,05/30/2019,
TRMK,Trustmark Corporation,33.44,0.92,2.7778,05/30/2019,06/15/2019,
TRMT,Tremont Mortgage Trust,4.19,0.88,21.8362,04/26/2019,05/16/2019,
TROW,T. Rowe Price Group Inc.,110.42,3.04,2.7709,06/13/2019,06/28/2019,
TRST,TrustCo Bank Corp NY,7.91,0.2725,3.4669,06/06/2019,07/01/2019,
TSBK,Timberland Bancorp Inc.,29.04,0.6,2.136,05/14/2019,05/29/2019,
TSCO,Tractor Supply Company,110.47,1.4,1.2727,05/24/2019,06/11/2019,
TTEC,TTEC Holdings Inc.,45.3,0.6,1.3321,03/27/2019,04/18/2019,
TTEK,Tetra Tech Inc.,82.43,0.6,0.7356,05/14/2019,05/31/2019,
TTS,Tile Shop Hldgs Inc.,4.14,0.2,4.89,05/03/2019,05/17/2019,
TUR,iShares Inc.,25.28,1.183626,4.6802,06/17/2019,06/21/2019,
TUSA,First Trust Exchange-Traded Fund,34.48,0.3148,0.9265,06/14/2019,06/28/2019,
TUSK,Mammoth Energy Services Inc.,7.5,0.5,7.0922,05/09/2019,05/17/2019,
TW,Tradeweb Markets Inc.,46.32,0.32,0.7033,05/30/2019,06/15/2019,
TXN,Texas Instruments Incorporated,115.75,3.08,2.6565,05/03/2019,05/20/2019,
TYPE,Monotype Imaging Holdings Inc.,17.43,0.464,2.6682,06/28/2019,07/19/2019,
UAE,iShares Trust,13.37,0.951838,6.9937,06/17/2019,06/21/2019,
UBCP,United Bancorp Inc.,11.5,0.54,4.724,06/07/2019,06/20/2019,
UBFO,United Security Bancshares,11.34,0.44,3.9497,07/05/2019,07/18/2019,
UBNK,United Financial Bancorp Inc. ,14.2,0.48,3.4384,04/25/2019,05/08/2019,
UBNT,Ubiquiti Networks Inc.,133.03,1,0.7576,05/17/2019,05/28/2019,
UBOH,United Bancshares Inc.,22.5,0.52,2.3636,05/30/2019,06/17/2019,
UBSI,United Bankshares Inc.,37.4,1.36,3.6967,06/13/2019,07/01/2019,
UCBI,United Community Banks Inc.,28.62,0.68,2.4028,06/13/2019,07/05/2019,
UCFC,United Community Financial Corp.,9.59,0.28,2.9661,04/26/2019,05/10/2019,
UFCS,United Fire Group Inc,49.9,1.32,2.6699,05/30/2019,06/14/2019,
UFPI,Universal Forest Products Inc.,37.61,0.4,1.0644,05/30/2019,06/15/2019,
UG,United-Guardian Inc.,19.9665,1.1,5.4918,05/30/2019,06/14/2019,
UIHC,United Insurance Holdings Corp.,14.88,0.24,1.626,05/13/2019,05/21/2019,
ULH,Universal Logistics Holdings Inc.,22.7,0.42,1.88,05/03/2019,05/16/2019,
UMBF,UMB Financial Corporation,65.73,1.2,1.8541,06/07/2019,07/01/2019,
UMPQ,Umpqua Holdings Corporation,17.07,0.84,4.9704,06/27/2019,07/15/2019,
UNB,Union Bankshares Inc.,37,1.24,3.3714,04/29/2019,05/09/2019,
UNIT,Uniti Group Inc.,9.24,0.2,2.139,06/27/2019,07/15/2019,
UNTY,Unity Bancorp Inc.,21.66,0.32,1.4679,06/13/2019,06/28/2019,
USIG,iShares Trust,56.88,2.029764,3.5467,07/01/2019,07/08/2019,
USLB,Invesco Exchange-Traded Fund Trust II,33.4199,0.78192,2.3404,06/24/2019,06/28/2019,
USLM,United States Lime & Minerals Inc.,81.75,0.54,0.6666,05/23/2019,06/14/2019,
USMC,Principal Exchange-Traded Funds,29.46,0.60768,2.0585,07/01/2019,07/05/2019,
USOI,Credit Suisse AG,20.9166,2.3784,11.3257,06/19/2019,06/25/2019,
UTMD,Utah Medical Products Inc.,86.7,1.1,1.2425,06/13/2019,07/03/2019,
UVSP,Univest Financial Corporation,26.42,0.8,3.0569,06/03/2019,07/01/2019,
VALU,Value Line Inc.,26.92,0.8,2.9718,04/26/2019,05/10/2019,
VBTX,Veritex Holdings Inc.,26.39,0.5,1.9402,05/08/2019,05/23/2019,
VCIT,Vanguard Scottsdale Funds,89.52,3.1332,3.4813,07/01/2019,07/05/2019,
VCLT,Vanguard Scottsdale Funds,96.88,3.7368,3.8142,07/01/2019,07/05/2019,
VCSH,Vanguard Scottsdale Funds,80.43,2.3076,2.863,07/01/2019,07/05/2019,
VETS,Pacer Funds,29.2364,0.564259,1.93,06/25/2019,06/27/2019,
VGIT,Vanguard Scottsdale Funds,65.66,1.512,2.2913,07/01/2019,07/05/2019,
VGLT,Vanguard Scottsdale Funds,81.39,2.0196,2.451,07/01/2019,07/05/2019,
VGSH,Vanguard Scottsdale Funds,60.71,1.3872,2.2805,07/01/2019,07/05/2019,
VIA,Viacom Inc.,36.13,0.8,2.2478,06/14/2019,07/01/2019,
VIAB,Viacom Inc.,31.37,0.8,2.5674,06/14/2019,07/01/2019,
VIGI,Vanguard Whitehall Funds,68.29,1.9204,2.788,06/17/2019,06/20/2019,
VIRT,Virtu Financial Inc.,22.31,0.96,4.424,05/31/2019,06/17/2019,
VLGEA,Village Super Market Inc.,25.32,1,3.9139,07/01/2019,07/25/2019,
VLY,Valley National Bancorp,10.9,0.44,4.0741,06/13/2019,07/01/2019,
VMBS,Vanguard Scottsdale Funds,52.79,1.3656,2.5834,07/01/2019,07/05/2019,
VNOM,Viper Energy Partners LP,31.17,1.52,4.9673,05/10/2019,05/20/2019,
VNQI,Vanguard International Equity Index Funds,60.15,1.6252,2.7046,06/17/2019,06/20/2019,
VONE,Vanguard Scottsdale Funds,137.02,2.3356,1.7016,06/21/2019,06/26/2019,
VONG,Vanguard Scottsdale Funds,165.51,1.9516,1.176,06/21/2019,06/26/2019,
VONV,Vanguard Scottsdale Funds,113.01,2.5952,2.293,06/21/2019,06/26/2019,
VRIG,Invesco Actively Managed Exchange-Traded Fund Trus,24.8799,0.80772,3.2465,06/24/2019,06/28/2019,
VRSK,Verisk Analytics Inc.,148.87,1,0.6637,06/13/2019,06/28/2019,
VRTS,Virtus Investment Partners Inc.,107.38,2.2,2.0586,04/29/2019,05/15/2019,
VSDA,Victory Portfolios II,33.2679,0.62352,1.859,06/13/2019,06/17/2019,
VSEC,VSE Corporation,27.07,0.32,1.1675,04/30/2019,05/15/2019,
VSMV,Victory Portfolios II,31.456,0.870456,2.7677,06/13/2019,06/17/2019,
VTC,Vanguard Scottsdale Funds,86.46,2.8164,3.2369,07/01/2019,07/05/2019,
VTHR,Vanguard Scottsdale Funds,136.11,2.5372,1.8609,06/21/2019,06/26/2019,
VTIP,Vanguard Malvern Funds,49.25,0.6816,1.382,06/17/2019,06/20/2019,
VTWG,Vanguard Scottsdale Funds,147.36,0.9908,0.6718,06/21/2019,06/26/2019,
VTWO,Vanguard Scottsdale Funds,125.86,1.8448,1.4675,06/21/2019,06/26/2019,
VTWV,Vanguard Scottsdale Funds,105.85,2.244,2.1335,06/21/2019,06/26/2019,
VWOB,Vanguard Whitehall Funds,80.65,3.6684,4.5401,07/01/2019,07/05/2019,
VXUS,Vanguard STAR Funds,53.09,2.4424,4.5704,06/21/2019,06/26/2019,
VYMI,Vanguard Whitehall Funds,61.64,4.0812,6.5836,06/17/2019,06/20/2019,
WABC,Westamerica Bancorporation,62.56,1.64,2.632,05/03/2019,05/17/2019,
WAFD,Washington Federal Inc.,35.16,0.8,2.2929,05/09/2019,05/24/2019,
WASH,Washington Trust Bancorp Inc.,52.57,2.04,3.9367,06/28/2019,07/12/2019,
WBA,Walgreens Boots Alliance Inc.,55.19,1.76,3.189,05/17/2019,06/12/2019,
WBND,Legg Mason ETF Investment Trust,26.89,2.788524,10.3317,07/01/2019,07/05/2019,
WCFB,WCF Bancorp Inc.,8.47,0.2,2.3613,05/09/2019,05/24/2019,
WDC,Western Digital Corporation,48.52,2,4.1719,06/27/2019,07/15/2019,
WDFC,WD-40 Company,163.02,2.44,1.528,04/17/2019,04/30/2019,
WEBK,Wellesley Bancorp Inc.,33.2543,0.24,0.7273,06/04/2019,06/19/2019,
WEN,Wendy's Company (The),19.81,0.4,2.0212,05/31/2019,06/17/2019,
WERN,Werner Enterprises Inc.,30.99,0.36,1.165,06/28/2019,07/16/2019,
WETF,WisdomTree Investments Inc.,6.28,0.12,1.9169,05/07/2019,05/22/2019,
WEYS,Weyco Group Inc.,26.66,0.96,3.5608,05/30/2019,06/28/2019,
WHF,WhiteHorse Finance Inc.,13.95,1.42,10.275,06/19/2019,07/03/2019,
WINA,Winmark Corporation,172.12,1,0.5764,05/07/2019,06/03/2019,
WINC,Legg Mason ETF Investment Trust,25.9391,1.0038,3.8609,07/01/2019,07/05/2019,
WING,Wingstop Inc.,95.12,0.36,0.3776,06/06/2019,06/21/2019,
WIRE,Encore Wire Corporation,57.65,0.08,0.1427,07/03/2019,07/19/2019,
WNEB,Western New England Bancorp Inc.,9.56,0.2,2.1097,05/07/2019,05/22/2019,
WOOD,iShares Trust,60.96,2.241256,3.6748,06/17/2019,06/21/2019,
WSBC,WesBanco Inc.,38.42,1.24,3.2657,06/06/2019,07/01/2019,
WSBF,Waterstone Financial Inc.,17.08,0.48,2.8169,04/11/2019,05/03/2019,
WSFS,WSFS Financial Corporation,42.39,0.48,1.1489,05/08/2019,05/23/2019,
WSTG,Wayside Technology Group Inc.,11.2058,0.68,6.0683,05/17/2019,05/24/2019,
WTBA,West Bancorporation,21.69,0.84,3.907,05/07/2019,05/22/2019,
WTFC,Wintrust Financial Corporation,73.17,1,1.3785,05/08/2019,05/23/2019,
WVFC,WVS Financial Corp.,17.35,0.4,2.3148,05/10/2019,05/23/2019,
WWD,Woodward Inc.,115.17,0.65,0.5658,05/17/2019,06/03/2019,
WYNN,Wynn Resorts Limited,132.81,4,2.999,05/21/2019,05/30/2019,
XEL,Xcel Energy Inc.,60.69,1.62,2.6684,03/14/2019,04/20/2019,
XLNX,Xilinx Inc.,116.11,1.48,1.2716,05/15/2019,06/03/2019,
XPER,Xperi Corporation ,20.73,0.8,3.8314,05/28/2019,06/19/2019,
XRAY,DENTSPLY SIRONA Inc.,57.8,0.35,0.6001,06/27/2019,07/12/2019,
XT,iShares Trust,39.01,0.717314,1.8257,06/17/2019,06/21/2019,
YLCO,Global X Funds,13.62,0.4392,3.1919,05/07/2019,05/15/2019,
YLDE,Legg Mason ETF Investment Trust,31.11,0.79776,2.5948,06/25/2019,06/28/2019,
YORW,The York Water Company,36.62,0.6932,1.9107,06/27/2019,07/15/2019,
ZBIO,ProShares Trust,13.29,0.061964,0.4856,06/25/2019,07/02/2019,
ZEUS,Olympic Steel Inc.,13.29,0.08,0.5975,05/31/2019,06/17/2019,
ZION,Zions Bancorporation N.A.,46.21,1.2,2.6449,05/15/2019,05/23/2019,
