Symbol,Name,LastSale,annualdividend,dividendyield,exdividenddate,dividendpaymentdate
MSVB,Mid-Southern Bancorp Inc.,12.65,0.08,0.6324,05/16/2019,06/03/2019,
MTEX,Mannatech Incorporated,16.51,0.5,3.0285,06/20/2019,06/28/2019,
MTSC,MTS Systems Corporation,57.85,1.2,2.0743,06/17/2019,07/02/2019,
MVBF,MVB Financial Corp.,16.89,0.16,0.9473,05/30/2019,06/15/2019,
MXIM,Maxim Integrated Products Inc.,60.2,1.84,3.0565,05/29/2019,06/14/2019,
NATH,Nathan's Famous Inc.,76.64,1.4,1.8267,06/21/2019,06/28/2019,
NATI,National Instruments Corporation,42.33,1,2.3624,05/10/2019,06/03/2019,
NAVI,Navient Corporation,14.1,0.64,4.539,06/06/2019,06/21/2019,
NBN,Northeast Bank,21.25,0.04,0.1882,05/10/2019,05/28/2019,
NBTB,NBT Bancorp Inc.,37.73,1.04,2.7564,05/30/2019,06/14/2019,
NCMI,National CineMedia Inc.,7,0.68,9.7143,05/15/2019,05/31/2019,
NDAQ,Nasdaq Inc.,101.05,1.88,1.8605,06/13/2019,06/28/2019,
NDSN,Nordson Corporation,138.66,1.4,1.0097,05/24/2019,06/11/2019,
NEWT,Newtek Business Services Corp.,23.1,1.84,7.9654,06/13/2019,06/28/2019,
NFBK,Northfield Bancorp Inc.,15.78,0.44,2.7883,05/07/2019,05/22/2019,
NFTY,First Trust Exchange-Traded AlphDEX Fund II,37.4,0.1916,0.5123,06/14/2019,06/28/2019,
NGHC,National General Holdings Corp,23.02,0.16,0.695,06/28/2019,07/15/2019,
NKSH,National Bankshares Inc.,38.18,1.34,3.5097,05/24/2019,06/03/2019,
NMRK,Newmark Group Inc.,9.31,0.4,4.2965,05/24/2019,06/12/2019,
NNBR,NN Inc.,9.43,0.28,2.9692,06/20/2019,06/28/2019,
NRC,National Research Corporation,56.33,0.76,1.3492,06/27/2019,07/15/2019,
NRIM,Northrim BanCorp Inc,36.21,1.2,3.314,06/05/2019,06/14/2019,
NSEC,National Security Group Inc.,11.13,0.2,1.7969,05/03/2019,05/31/2019,
NTAP,NetApp Inc.,62.41,1.92,3.0764,07/03/2019,07/24/2019,
NTIC,Northern Technologies International Corporation,12,0.24,2,05/08/2019,05/23/2019,
NTRS,Northern Trust Corporation,93.92,2.4,2.5554,06/13/2019,07/01/2019,
NVDA,NVIDIA Corporation,160.23,0.64,0.3994,05/30/2019,06/21/2019,
NVEC,NVE Corporation,68.84,4,5.8106,05/10/2019,05/31/2019,
NWBI,Northwest Bancshares Inc.,17.7,0.72,4.0678,05/01/2019,05/16/2019,
NWFL,Norwood Financial Corp.,35.19,0.96,2.728,04/12/2019,05/01/2019,
NWL,Newell Brands Inc.,15.32,0.92,6.0052,05/30/2019,06/14/2019,
NWS,News Corporation,13.91,0.2,1.4378,03/12/2019,04/17/2019,
NWSA,News Corporation,13.46,0.2,1.4859,03/12/2019,04/17/2019,
NXPI,NXP Semiconductors N.V.,96.53,1,1.0359,06/13/2019,07/05/2019,
NXST,Nexstar Media Group Inc.,110.1,1.8,1.6349,05/09/2019,05/24/2019,
NXTG,First Trust Exchange-Traded Fund II,49.75,0.0396,0.0796,06/14/2019,06/28/2019,
NYMT,New York Mortgage Trust Inc.,6.23,0.8,12.8411,06/21/2019,07/25/2019,
OBNK,Origin Bancorp Inc.,34.91,0.13,0.3724,05/16/2019,05/31/2019,
OCCI,OFS Credit Company Inc.,17.8542,2.004,11.2242,06/20/2019,06/28/2019,
OCFC,OceanFirst Financial Corp.,25.49,0.68,2.6677,05/03/2019,05/17/2019,
OCSI,Oaktree Strategic Income Corporation,8.45,0.62,7.3373,06/13/2019,06/28/2019,
OCSL,Oaktree Specialty Lending Corporation,5.44,0.38,6.9853,06/13/2019,06/28/2019,
ODFL,Old Dominion Freight Line Inc.,150.04,0.68,0.4532,06/04/2019,06/19/2019,
ODP,Office Depot Inc.,2.17,0.1,4.6083,05/23/2019,06/14/2019,
OFED,Oconee Federal Financial Corp.,23.46,0.4,1.705,05/08/2019,05/23/2019,
OFLX,Omega Flex Inc.,76.3,1.12,1.4679,06/21/2019,07/02/2019,
OFS,OFS Capital Corporation,12.26,1.36,11.093,06/20/2019,06/28/2019,
OKDCC,Eaton Vance NextShares Trust II,100.06,0.3096,0.3094,07/01/2019,07/05/2019,
OLBK,Old Line Bancshares Inc.,26.63,0.48,1.8025,06/13/2019,06/28/2019,
OLD,Janus Detroit Street Trust,29.39,0.539512,1.8357,06/28/2019,07/05/2019,
OLED,Universal Display Corporation,190.4,0.4,0.2101,06/13/2019,06/28/2019,
ONB,Old National Bancorp,16.9,0.52,3.0769,05/31/2019,06/17/2019,
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,320.7,4,1.2473,06/21/2019,06/26/2019,
OPB,Opus Bank,21.46,0.44,2.0503,05/08/2019,05/23/2019,
OPBK,OP Bancorp,9.9,0.2,2.0202,05/09/2019,05/24/2019,
OPI,Office Properties Income Trust,27.91,2.2,7.8825,04/26/2019,05/16/2019,
OPOF,Old Point Financial Corporation,22.1979,0.48,2.1624,06/03/2019,06/28/2019,
ORG,Janus Detroit Street Trust,25.9633,0.487756,1.8786,06/28/2019,07/05/2019,
ORIT,Oritani Financial Corp.,17.72,1,5.6433,05/02/2019,05/17/2019,
ORRF,Orrstown Financial Services Inc,21.89,0.6,2.741,04/29/2019,05/07/2019,
OSBC,Old Second Bancorp Inc.,12.86,0.04,0.311,04/25/2019,05/06/2019,
OTEX,Open Text Corporation,42,0.6984,1.6629,05/30/2019,06/21/2019,
OTTR,Otter Tail Corporation,52.75,1.4,2.654,05/14/2019,06/10/2019,
OTTW,Ottawa Bancorp Inc.,13.04,0.24,1.8405,05/28/2019,06/12/2019,
OVBC,Ohio Valley Banc Corp.,37.5,0.84,2.24,04/25/2019,05/10/2019,
OXLC,Oxford Lane Capital Corp.,10.17,1.62,15.9292,06/20/2019,06/28/2019,
OZK,Bank OZK,29.85,0.92,3.0821,04/12/2019,04/22/2019,
PAAS,Pan American Silver Corp.,12.91,0.14,1.0844,05/20/2019,06/03/2019,
PACW,PacWest Bancorp,38.75,2.4,6.1935,05/17/2019,05/31/2019,
PAHC,Phibro Animal Health Corporation,32.32,0.48,1.4851,06/04/2019,06/26/2019,
PANL,Pangaea Logistics Solutions Ltd.,3.55,0.14,3.9437,05/31/2019,06/11/2019,
PAYX,Paychex Inc.,85.31,2.48,2.907,05/14/2019,05/30/2019,
PBBI,PB Bancorp Inc.,11.8,0.28,2.3729,04/16/2019,05/01/2019,
PBCT,People's United Financial Inc.,17,0.71,4.1765,04/30/2019,05/15/2019,
PBHC,Pathfinder Bancorp Inc.,14.9321,0.24,1.6073,04/17/2019,05/10/2019,
PBIP,Prudential Bancorp Inc.,18.3,0.2,1.0929,06/06/2019,06/21/2019,
PCAR,PACCAR Inc.,70.61,1.28,1.8128,05/13/2019,06/04/2019,
PCB,PCB Bancorp,16.95,0.24,1.4159,05/30/2019,06/14/2019,
PCH,PotlatchDeltic Corporation,40.32,1.6,3.9683,06/06/2019,06/28/2019,
PCSB,PCSB Financial Corporation,20.06,0.16,0.7976,05/16/2019,05/31/2019,
PCTI,PC-Tel Inc.,5.18,0.22,4.2471,05/07/2019,05/15/2019,
PDCO,Patterson Companies Inc.,22.53,1.04,4.6161,04/11/2019,04/26/2019,
PDP,Invesco Exchange-Traded Fund Trust,61.65,0.186884,0.3031,06/24/2019,06/28/2019,
PEBK,Peoples Bancorp of North Carolina Inc.,28.71,0.56,1.9505,05/31/2019,06/14/2019,
PEBO,Peoples Bancorp Inc.,32.61,1.36,4.1705,05/03/2019,05/20/2019,
PEGA,Pegasystems Inc.,73.38,0.12,0.1635,06/28/2019,07/15/2019,
PEGI,Pattern Energy Group Inc.,23.35,1.688,7.2291,06/27/2019,07/31/2019,
PEP,PepsiCo Inc.,133.02,3.82,2.8717,06/06/2019,06/28/2019,
PETS,PetMed Express Inc.,15.56,1.08,6.9409,05/16/2019,05/24/2019,
PEY,Invesco Exchange-Traded Fund Trust,18.38,0.65088,3.5412,06/24/2019,06/28/2019,
PFBC,Preferred Bank,47.87,1.2,2.5068,07/05/2019,07/22/2019,
PFBI,Premier Financial Bancorp Inc.,15.81,0.6,3.7951,06/13/2019,06/28/2019,
PFF,iShares Trust,36.85,1.934256,5.249,07/02/2019,07/09/2019,
PFG,Principal Financial Group Inc,58.81,2.16,3.6728,05/31/2019,06/28/2019,
PFI,Invesco Exchange-Traded Fund Trust,38.35,0.50544,1.318,06/24/2019,06/28/2019,
PFIN,P & F Industries Inc.,8.15,0.2,2.454,05/17/2019,05/24/2019,
PFIS,Peoples Financial Services Corp. ,44.2,1.36,3.0769,05/30/2019,06/14/2019,
PFLT,PennantPark Floating Rate Capital Ltd.,11.65,1.14,9.7854,06/14/2019,07/01/2019,
PFM,Invesco Exchange-Traded Fund Trust,29.12,0.62404,2.143,06/24/2019,06/28/2019,
PGC,Peapack-Gladstone Financial Corporation,28.68,0.2,0.6974,05/08/2019,05/23/2019,
PGJ,Invesco Exchange-Traded Fund Trust,38.02,0.20836,0.548,06/24/2019,06/28/2019,
PHO,Invesco Exchange-Traded Fund Trust,36,0.35812,0.9948,06/24/2019,06/28/2019,
PID,Invesco Exchange-Traded Fund Trust,16.48,1.20492,7.3114,06/24/2019,06/28/2019,
PIE,Invesco Exchange-Traded Fund Trust II,17.8,0.27824,1.5631,06/24/2019,06/28/2019,
PIO,Invesco Exchange-Traded Fund Trust II,28.1578,0.91676,3.2558,06/24/2019,06/28/2019,
PIZ,Invesco Exchange-Traded Fund Trust II,27.19,0.7518,2.765,06/24/2019,06/28/2019,
PKBK,Parke Bancorp Inc.,23.51,0.56,2.382,04/10/2019,04/25/2019,
PKOH,Park-Ohio Holdings Corp.,32.68,0.5,1.53,05/14/2019,05/29/2019,
PKW,Invesco Exchange-Traded Fund Trust,63.84,1.06504,1.6683,06/24/2019,06/28/2019,
PLAY,Dave & Buster's Entertainment Inc.,40.58,0.6,1.4786,06/24/2019,07/10/2019,
PLBC,Plumas Bancorp,24.1,0.46,1.9087,04/30/2019,05/15/2019,
PLCE,Children's Place Inc. (The),100.06,2.24,2.2387,06/17/2019,06/28/2019,
PLPC,Preformed Line Products Company,56.61,0.8,1.4132,06/28/2019,07/19/2019,
PLW,Invesco Exchange-Traded Fund Trust II,34.039,0.67776,1.9911,06/24/2019,06/28/2019,
PMD,Psychemedics Corporation,10.175,0.72,7.0762,05/06/2019,05/17/2019,
PMOM,Principal Exchange-Traded Funds,28.72,0.432,1.5042,07/01/2019,07/05/2019,
PNBK,Patriot National Bancorp Inc.,14.82,0.04,0.2699,06/03/2019,06/11/2019,
PNFP,Pinnacle Financial Partners Inc.,57.8,0.64,1.1073,05/02/2019,05/31/2019,
PNNT,PennantPark Investment Corporation,6.36,0.72,11.3208,06/14/2019,07/01/2019,
POOL,Pool Corporation,192.58,2.2,1.1424,05/16/2019,05/31/2019,
POWI,Power Integrations Inc.,79.31,0.68,0.8574,05/30/2019,06/28/2019,
POWL,Powell Industries Inc.,37.15,1.04,2.7995,05/21/2019,06/19/2019,
PPBI,Pacific Premier Bancorp Inc,31.12,0.88,2.8278,04/30/2019,05/15/2019,
PPH,VanEck Vectors ETF Trust,59.12,1.124,1.9012,07/01/2019,07/08/2019,
PRFZ,Invesco Exchange-Traded Fund Trust,128.83,2.1094,1.6374,06/24/2019,06/28/2019,
PRGS,Progress Software Corporation,40.75,0.62,1.5215,05/31/2019,06/17/2019,
PRIM,Primoris Services Corporation,21.23,0.24,1.1305,06/27/2019,07/15/2019,
PRN,Invesco Exchange-Traded Fund Trust,68,0.1772,0.2606,06/24/2019,06/28/2019,
PROV,Provident Financial Holdings Inc.,21.36,0.56,2.6217,05/20/2019,06/11/2019,
PSC,Principal Exchange-Traded Funds,31.55,0.434632,1.3776,07/01/2019,07/05/2019,
PSCC,Invesco Exchange-Traded Fund Trust II,73.12,1.52836,2.0902,06/24/2019,06/28/2019,
PSCD,Invesco Exchange-Traded Fund Trust II,59.08,0.69376,1.1743,06/24/2019,06/28/2019,
PSCF,Invesco Exchange-Traded Fund Trust II,54.503,1.974,3.6218,06/24/2019,06/28/2019,
PSCI,Invesco Exchange-Traded Fund Trust II,66.7405,0.41392,0.6202,06/24/2019,06/28/2019,
PSCM,Invesco Exchange-Traded Fund Trust II,45.5,0.46396,1.0197,06/24/2019,06/28/2019,
PSCT,Invesco Exchange-Traded Fund Trust II,83.9273,0.27228,0.3244,06/24/2019,06/28/2019,
PSCU,Invesco Exchange-Traded Fund Trust II,52.54,1.21732,2.3169,06/24/2019,06/28/2019,
PSDO,Presidio Inc.,14.03,0.16,1.1404,06/25/2019,07/05/2019,
PSEC,Prospect Capital Corporation,6.66,0.72,10.8108,06/27/2019,07/18/2019,
PSET,Principal Exchange-Traded Funds,38.02,0.628,1.6518,07/01/2019,07/05/2019,
PSL,Invesco Exchange-Traded Fund Trust,73.5041,0.3372,0.4587,06/24/2019,06/28/2019,
PTEN,Patterson-UTI Energy Inc.,11.46,0.16,1.3962,06/05/2019,06/20/2019,
PTF,Invesco Exchange-Traded Fund Trust,75.98,4E-05,0.0001,03/18/2019,03/29/2019,
PTMN,Portman Ridge Finance Corporation,2.4,0.4,16.6667,04/04/2019,04/26/2019,
PUB,People's Utah Bancorp,30.06,0.48,1.5968,05/03/2019,05/13/2019,
PUI,Invesco Exchange-Traded Fund Trust,33.04,0.87684,2.6539,06/24/2019,06/28/2019,
PVAL,Principal Exchange-Traded Funds,26.2961,0.378668,1.44,07/01/2019,07/05/2019,
PWOD,Penns Woods Bancorp Inc.,44,1.88,4.2727,06/10/2019,06/25/2019,
PXI,Invesco Exchange-Traded Fund Trust,29.25,0.96028,3.283,06/24/2019,06/28/2019,
PY,Principal Exchange-Traded Funds,32.0954,0.682668,2.127,07/01/2019,07/05/2019,
PYZ,Invesco Exchange-Traded Fund Trust,60.3523,1.27696,2.1158,06/24/2019,06/28/2019,
QABA,First Trust Exchange-Traded Fund,48.51,0.8896,1.8338,06/14/2019,06/28/2019,
QADA,QAD Inc.,42.34,0.288,0.6802,04/22/2019,05/03/2019,
QADB,QAD Inc.,30.99,0.24,0.7744,04/22/2019,05/03/2019,
QAT,iShares Trust,17.7139,1.26954,7.1669,06/17/2019,06/21/2019,
QCLN,First Trust Exchange-Traded Fund,21.59,0.0972,0.4502,06/14/2019,06/28/2019,
QCOM,QUALCOMM Incorporated,76.66,2.48,3.2351,06/05/2019,06/27/2019,
QCRH,QCR Holdings Inc.,34.6,0.24,0.6936,06/20/2019,07/03/2019,
QLC,FlexShares Trust,34.22,1.129516,3.3007,06/21/2019,06/27/2019,
QQEW,First Trust Exchange-Traded Fund,67.85,0.2988,0.4404,06/14/2019,06/28/2019,
QQQ,Invesco QQQ Trust Series 1,191.05,1.66232,0.8701,06/24/2019,07/31/2019,
QQXT,First Trust Exchange-Traded Fund,55.33,0.1832,0.3311,06/14/2019,06/28/2019,
QTEC,First Trust Exchange-Traded Fund,87.36,0.5748,0.658,06/14/2019,06/28/2019,
QTRH,Quarterhill Inc.,1.21,0.037625,3.1095,06/13/2019,07/05/2019,
QYLD,Global X Funds,23.2,2.5836,11.1362,06/26/2019,07/05/2019,
RAVN,Raven Industries Inc.,35.88,0.52,1.4493,04/12/2019,04/29/2019,
RBB,RBB Bancorp,19.5,0.4,2.0513,05/01/2019,05/15/2019,
RBCAA,Republic Bancorp Inc.,51.49,1.056,2.0509,06/20/2019,07/19/2019,
RBNC,Reliant Bancorp Inc.,23.38,0.36,1.5398,07/05/2019,07/18/2019,
RCKY,Rocky Brands Inc.,27.675,0.56,2.0235,05/31/2019,06/17/2019,
RDVY,First Trust Exchange-Traded Fund VI,31.36,0.532,1.6964,06/14/2019,06/28/2019,
RECN,Resources Connection Inc.,16,0.52,3.25,05/15/2019,06/13/2019,
REG,Regency Centers Corporation,68.48,2.34,3.4171,05/10/2019,05/23/2019,
RELL,Richardson Electronics Ltd.,5.555,0.24,4.3204,05/07/2019,05/24/2019,
RFAP,First Trust Exchange-Traded Fund III,51.15,2.3228,4.5412,06/14/2019,06/28/2019,
RFDI,First Trust Exchange-Traded Fund III,56.9,3.71,6.5202,06/14/2019,06/28/2019,
RFEM,First Trust Exchange-Traded Fund III,61.95,1.0928,1.764,06/14/2019,06/28/2019,
RFEU,First Trust Exchange-Traded Fund III,59.21,4.9152,8.3013,06/14/2019,06/28/2019,
RFIL,RF Industries Ltd.,7.84,0.08,1.0204,06/27/2019,07/15/2019,
RGCO,RGC Resources Inc.,30.45,0.66,2.1675,04/12/2019,05/01/2019,
RGLD,Royal Gold Inc.,104.68,1.06,1.0126,07/03/2019,07/19/2019,
RICK,RCI Hospitality Holdings Inc.,17.09,0.12,0.7022,06/07/2019,06/25/2019,
RILY,B. Riley Financial Inc.,20.49,0.32,5.0756,05/14/2019,05/29/2019,
RING,iShares Inc.,20.31,0.289168,1.4238,06/17/2019,06/21/2019,
RIVE,Riverview Financial Corporation,10.29,0.4,3.8873,06/13/2019,06/28/2019,
RMCF,Rocky Mountain Chocolate Factory Inc.,8.48,0.48,5.6604,06/03/2019,06/14/2019,
RMR,The RMR Group Inc.,49.42,1.4,2.8329,04/26/2019,05/16/2019,
RNDM,First Trust Exchange-Traded Fund VI,51.19,1.6,3.1256,06/14/2019,06/28/2019,
RNDV,First Trust Exchange-Traded Fund VI,22.03,0.646,2.9324,06/14/2019,06/28/2019,
RNEM,First Trust Exchange-Traded Fund VI,52.41,0.8,1.5264,06/14/2019,06/28/2019,
RNLC,First Trust Exchange-Traded Fund VI,23.1312,0.3688,1.5944,06/14/2019,06/28/2019,
RNMC,First Trust Exchange-Traded Fund VI,22.2917,0.432,1.9379,06/14/2019,06/28/2019,
RNSC,First Trust Exchange-Traded Fund VI,20.9617,0.3948,1.8834,06/14/2019,06/28/2019,
RNST,Renasant Corporation,36.08,0.88,2.439,06/13/2019,06/28/2019,
ROBT,First Trust Exchange-Traded Fund VI,33.3046,0.36,1.0809,06/14/2019,06/28/2019,
ROIC,Retail Opportunity Investments Corp.,17.5,0.788,4.5029,06/12/2019,06/27/2019,
ROST,Ross Stores Inc.,100.88,1.02,1.0111,06/10/2019,06/28/2019,
RRR,Red Rock Resorts Inc.,21.65,0.4,1.8476,06/13/2019,06/28/2019,
RUSHA,Rush Enterprises Inc.,36.22,0.48,1.3252,05/08/2019,06/10/2019,
RUSHB,Rush Enterprises Inc.,37.63,0.48,1.2756,05/08/2019,06/10/2019,
RUTH,Ruth's Hospitality Group Inc.,22.72,0.52,2.2887,05/22/2019,06/06/2019,
RVEN,Reven Housing REIT Inc.,3.8499,0.04,1.039,04/25/2019,05/15/2019,
RVSB,Riverview Bancorp Inc,8.5,0.16,1.8824,04/10/2019,04/23/2019,
SABR,Sabre Corporation,23.13,0.56,2.4211,06/20/2019,06/28/2019,
SAFM,Sanderson Farms Inc.,142.43,1.28,0.8987,05/06/2019,05/21/2019,
SAFT,Safety Insurance Group Inc.,97.32,3.2,3.2881,05/31/2019,06/14/2019,
SAL,Salisbury Bancorp Inc.,39.4999,1.12,2.8355,05/16/2019,05/31/2019,
SALM,Salem Media Group Inc.,2.42,0.26,10.7438,06/13/2019,06/28/2019,
SAMG,Silvercrest Asset Management Group Inc.,14.05,0.6,4.2705,06/13/2019,06/21/2019,
SASR,Sandy Spring Bancorp Inc.,35.59,1.2,3.3717,05/07/2019,05/15/2019,
SBBX,SB One Bancorp,22.8,0.3,1.3158,05/10/2019,05/27/2019,
SBFG,SB Financial Group Inc.,16.66,0.36,2.1609,05/09/2019,05/24/2019,
SBGI,Sinclair Broadcast Group Inc.,57.31,0.8,1.3959,05/30/2019,06/17/2019,
SBNY,Signature Bank,124.52,2.24,1.7989,04/30/2019,05/15/2019,
SBRA,Sabra Health Care REIT Inc.,20.3,1.8,8.867,05/17/2019,05/31/2019,
SBSI,Southside Bancshares Inc.,32.74,1.24,3.7874,05/22/2019,06/06/2019,
SBT,Sterling Bancorp Inc.,10.1,0.04,0.396,05/23/2019,05/31/2019,
SBUX,Starbucks Corporation,87.79,1.44,1.6403,05/08/2019,05/24/2019,
SCHL,Scholastic Corporation,33.04,0.6,1.816,04/29/2019,06/17/2019,
SCHN,Schnitzer Steel Industries Inc.,24.91,0.75,3.0108,05/10/2019,05/28/2019,
SCVL,Shoe Carnival Inc.,28.79,0.34,1.181,07/05/2019,07/22/2019,
SCZ,iShares Trust,58.04,1.864888,3.2131,06/17/2019,06/21/2019,
SDG,iShares Trust,58.215,1.090468,1.8732,06/17/2019,06/21/2019,
SDVY,First Trust Exchange-Traded Fund VI,20.56,0.506,2.4611,06/14/2019,06/28/2019,
SEIC,SEI Investments Company,56.63,0.66,1.1655,06/11/2019,06/20/2019,
SELF,Global Self Storage Inc.,3.869,0.26,6.7201,06/14/2019,06/28/2019,
SFBC,Sound Financial Bancorp Inc.,34.11,0.56,1.6417,05/08/2019,05/23/2019,
SFBS,ServisFirst Bancshares Inc.,34.38,0.6,1.7452,06/28/2019,07/12/2019,
SFNC,Simmons First National Corporation,23.73,0.64,2.697,06/14/2019,07/05/2019,
SGA,Saga Communications Inc.,30.67,1.2,3.9126,06/13/2019,07/05/2019,
SGC,Superior Group of Companies Inc.,18.01,0.4,2.221,05/14/2019,05/29/2019,
SHBI,Shore Bancshares Inc,16.3,0.4,2.454,05/16/2019,05/31/2019,
SHOO,Steven Madden Ltd.,33.6,0.56,1.6667,06/17/2019,06/28/2019,
SHV,iShares Trust,110.47,2.505012,2.2676,07/01/2019,07/08/2019,
SHY,iShares Trust,84.47,1.871364,2.2154,07/01/2019,07/08/2019,
SIGI,Selective Insurance Group Inc.,77.85,0.8,1.0276,05/14/2019,06/03/2019,
SIRI,Sirius XM Holdings Inc.,5.91,0.0484,0.819,05/09/2019,05/31/2019,
SKIS,Peak Resorts Inc.,4.9,0.28,5.7143,04/24/2019,05/10/2019,
SKOR,FlexShares Trust,51.73,1.53888,2.9748,07/01/2019,07/08/2019,
SKYW,SkyWest Inc.,62.31,0.48,0.7703,06/27/2019,07/05/2019,
SKYY,First Trust Exchange-Traded Fund II,59.19,0.4448,0.7515,06/14/2019,06/28/2019,
SLGN,Silgan Holdings Inc.,31.53,0.44,1.3955,05/31/2019,06/17/2019,
SLIM,Janus Detroit Street Trust,34.6826,0.284968,0.8216,06/28/2019,07/05/2019,
SLM,SLM Corporation,9.74,0.12,1.232,06/06/2019,06/17/2019,
SLP,Simulations Plus Inc.,29.04,0.24,0.8264,04/23/2019,05/01/2019,
SLQD,iShares Trust,50.79,1.445112,2.8453,07/01/2019,07/08/2019,
SLRC,Solar Capital Ltd.,20.63,1.64,7.9496,06/19/2019,07/02/2019,
SLVO,Credit Suisse AG,6.6073,0.18,2.7243,06/19/2019,06/25/2019,
SMBC,Southern Missouri Bancorp Inc.,33.31,0.52,1.5611,05/14/2019,05/31/2019,
SMMF,Summit Financial Group Inc.,27.06,0.6,2.2173,06/13/2019,06/28/2019,
SNH,Senior Housing Properties Trust,8.59,0.6,6.9849,04/26/2019,05/16/2019,
SNLN,Highland Funds I,17.57,0.843924,4.8032,06/14/2019,06/28/2019,
SNSR,Global X Funds,19.82,0.161348,0.8141,06/27/2019,07/08/2019,
SOHO,Sotherly Hotels Inc.,7.16,0.52,7.2626,06/13/2019,07/11/2019,
SONA,Southern National Bancorp of Virginia Inc.,15.49,0.36,2.3241,05/10/2019,05/24/2019,
SOXX,iShares Trust,198.81,3.029292,1.5237,06/17/2019,06/21/2019,
SPAR,Spartan Motors Inc.,10.31,0.1,0.9699,05/16/2019,06/17/2019,
SPKE,Spark Energy Inc.,11.45,0.725,6.3319,05/30/2019,06/14/2019,
SPOK,Spok Holdings Inc.,15.48,0.5,3.23,05/23/2019,06/24/2019,
SPTN,SpartanNash Company,11.54,0.76,6.5858,06/13/2019,06/28/2019,
SQLV,Legg Mason ETF Investment Trust,26.12,0.42,1.608,06/17/2019,06/20/2019,
SQQQ,ProShares Trust,32.8,0.976568,2.9773,06/25/2019,07/02/2019,
SRCE,1st Source Corporation,46.65,1.08,2.3151,05/03/2019,05/15/2019,
SRET,Global X Funds,14.94,1.1976,8.0161,07/03/2019,07/12/2019,
SSB,South State Corporation,75.21,1.6,2.1274,05/09/2019,05/17/2019,
SSBI,Summit State Bank,11.85,0.48,4.0506,05/16/2019,05/24/2019,
SSFN,Stewardship Financial Corp,15.57,0.12,0.7707,04/30/2019,05/15/2019,
SSNC,SS&C Technologies Holdings Inc.,58.02,0.4,0.6894,05/31/2019,06/17/2019,
SSP,E.W. Scripps Company (The),15.63,0.2,1.2796,06/13/2019,06/25/2019,
STAF,Staffing 360 Solutions Inc.,1.74,0.04,2.2989,05/16/2019,05/30/2019,
STBA,S&T Bancorp Inc.,38,1.08,2.8421,05/01/2019,05/16/2019,
STFC,State Auto Financial Corporation,36.07,0.4,1.109,06/17/2019,06/28/2019,
STLD,Steel Dynamics Inc.,30.6,0.96,3.1373,06/27/2019,07/12/2019,
STND,Standard AVB Financial Corp.,27.745,0.884,3.1862,05/03/2019,05/20/2019,
STRA,Strategic Education Inc.,181.21,2,1.1037,05/24/2019,06/10/2019,
STRT,STRATTEC SECURITY CORPORATION,23.5351,0.56,2.3794,06/13/2019,06/28/2019,
SUNS,Solar Senior Capital Ltd.,16.24,1.41,8.6823,06/19/2019,07/02/2019,
SUSB,iShares Trust,25.2165,0.7281,2.8874,07/01/2019,07/08/2019,
SUSC,iShares Trust,25.76,0.842712,3.2714,07/01/2019,07/08/2019,
SUSL,iShares Trust,51.23,0.482928,0.9427,06/17/2019,06/21/2019,
SVBI,Severn Bancorp Inc,8.6395,0.12,1.389,06/05/2019,06/17/2019,
SWKS,Skyworks Solutions Inc.,80.33,1.52,1.8922,05/20/2019,06/11/2019,
SYBT,Stock Yards Bancorp Inc.,35.92,1.04,2.8953,06/14/2019,07/01/2019,
SYMC,Symantec Corporation,25,0.3,1.2,06/07/2019,06/26/2019,
TACT,TransAct Technologies Incorporated,11.736,0.36,3.0675,05/17/2019,06/14/2019,
TAIT,Taitron Components Incorporated,2.84,0.12,4.2254,05/14/2019,05/31/2019,
TBNK,Territorial Bancorp Inc.,29.92,0.88,2.9412,05/08/2019,05/23/2019,
TCBK,TriCo Bancshares,39.06,0.76,1.9457,06/13/2019,06/28/2019,
TCFC,The Community Financial Corporation,33.1,0.5,1.5106,07/05/2019,07/22/2019,
TCPC,BlackRock TCP Capital Corp.,14.23,1.44,10.1195,06/13/2019,06/28/2019,
TCRD,THL Credit Inc.,6.66,0.84,12.6126,06/13/2019,06/28/2019,
TDIV,First Trust Exchange-Traded Fund VI,39.76,0.9124,2.2948,06/14/2019,06/28/2019,
TECH,Bio-Techne Corp,214.81,1.28,0.5959,05/09/2019,05/24/2019,
TER,Teradyne Inc.,46.91,0.36,0.7674,05/28/2019,06/21/2019,
TERP,TerraForm Power Inc.,14.56,0.8056,5.533,05/31/2019,06/17/2019,
TESS,TESSCO Technologies Incorporated,18.71,0.8,4.2758,05/21/2019,06/05/2019,
TFSL,TFS Financial Corporation,18.05,1,5.5402,06/10/2019,06/25/2019,
THFF,First Financial Corporation Indiana,40.4,1.04,2.5743,06/14/2019,07/02/2019,
TILE,Interface Inc.,15.34,0.26,1.6949,05/09/2019,05/24/2019,
TIVO,TiVo Corporation,7.12,0.32,4.4944,06/04/2019,06/19/2019,
TLT,iShares Trust,132.43,3.121944,2.3574,07/01/2019,07/08/2019,
TOWN,Towne Bank,27.53,0.72,2.6153,06/27/2019,07/10/2019,
TQQQ,ProShares Trust,66.02,0.081072,0.1228,03/20/2019,03/27/2019,
TRCB,Two River Bancorp,14.52,0.28,1.9284,05/09/2019,05/30/2019,
